example_id,condition,layer,gold_answer,gold_first_token,gold_token_id,gold_logit,gold_rank,is_top1,top1_token,top1_logit
geo_006,cell_D,24,South America,South,3684,13.5156,0,1,South,13.5156
geo_006,cell_D,25,South America,South,3684,13.5938,1,0,the,13.8906
geo_006,cell_D,26,South America,South,3684,13.6484,1,0,the,13.9844
geo_006,cell_D,27,South America,South,3684,13.9766,0,1,South,13.9766
geo_006,cell_D,28,South America,South,3684,14.5547,0,1,South,14.5547
geo_006,cell_D,29,South America,South,3684,14.7422,0,1,South,14.7422
geo_006,cell_D,30,South America,South,3684,16.0625,0,1,South,16.0625
geo_006,cell_D,31,South America,South,3684,19.6562,0,1,South,19.6562
geo_016,cell_B,0,the United Kingdom,the,253,-1.9346,41001,0,amsbsy,12.7266
geo_016,cell_B,1,the United Kingdom,the,253,-2.6445,44662,0,bserver,10.5625
geo_016,cell_B,2,the United Kingdom,the,253,-3.0273,46512,0,,10.4766
geo_016,cell_B,3,the United Kingdom,the,253,-2.4453,44290,0,,10.3359
geo_016,cell_B,4,the United Kingdom,the,253,-4.2188,49277,0,fraid,9.7656
geo_016,cell_B,5,the United Kingdom,the,253,-3.8125,48772,0,doct,8.8281
geo_016,cell_B,6,the United Kingdom,the,253,-5.0117,49882,0,CLUDING,9.8359
geo_016,cell_B,7,the United Kingdom,the,253,-3.832,48917,0,destro,9.3672
geo_016,cell_B,8,the United Kingdom,the,253,-3.6875,48755,0,PLIED,8.3984
geo_016,cell_B,9,the United Kingdom,the,253,-5.2188,50013,0,advertis,9.2969
geo_016,cell_B,10,the United Kingdom,the,253,-3.7617,48804,0,HECK,9.4297
geo_016,cell_B,11,the United Kingdom,the,253,-3.2891,47659,0,laug,10.5234
geo_016,cell_B,12,the United Kingdom,the,253,-2.8477,46385,0,vess,10.9375
geo_016,cell_B,13,the United Kingdom,the,253,0.2485,22586,0,vess,9.8359
geo_016,cell_B,14,the United Kingdom,the,253,-1.3018,37532,0,vess,11.8594
geo_016,cell_B,15,the United Kingdom,the,253,-0.6699,31754,0,answ,10.0547
geo_016,cell_B,16,the United Kingdom,the,253,1.4229,11032,0,HECK,9.5
geo_016,cell_B,17,the United Kingdom,the,253,1.9912,6653,0,England,11.0625
geo_016,cell_B,18,the United Kingdom,the,253,3.7031,924,0,United,11.7578
geo_016,cell_B,19,the United Kingdom,the,253,5.2617,135,0,United,12.1797
geo_016,cell_B,20,the United Kingdom,the,253,7.7109,24,0,United,12.9141
geo_016,cell_B,21,the United Kingdom,the,253,8.5938,11,0,United,12.2656
geo_016,cell_B,22,the United Kingdom,the,253,9.8438,7,0,United,13.1562
geo_016,cell_B,23,the United Kingdom,the,253,10.8047,4,0,United,13.0625
geo_016,cell_B,24,the United Kingdom,the,253,11.25,3,0,England,13.0
geo_016,cell_B,25,the United Kingdom,the,253,11.0078,3,0,England,12.4688
geo_016,cell_B,26,the United Kingdom,the,253,11.0469,4,0,United,12.1953
geo_016,cell_B,27,the United Kingdom,the,253,10.6562,4,0,United,12.2812
geo_016,cell_B,28,the United Kingdom,the,253,11.3203,2,0,United,13.1094
geo_016,cell_B,29,the United Kingdom,the,253,11.7188,2,0,United,13.3281
geo_016,cell_B,30,the United Kingdom,the,253,11.9922,3,0,United,13.75
geo_016,cell_B,31,the United Kingdom,the,253,13.0156,4,0,England,15.1094
geo_016,cell_D,0,the United Kingdom,the,253,-2.4062,43057,0,,12.1172
geo_016,cell_D,1,the United Kingdom,the,253,-2.5156,43702,0,pril,12.3359
geo_016,cell_D,2,the United Kingdom,the,253,-2.7344,45075,0,pril,11.7734
geo_016,cell_D,3,the United Kingdom,the,253,-2.5508,44316,0,pril,11.1797
geo_016,cell_D,4,the United Kingdom,the,253,-1.3291,37212,0,tml,10.8359
geo_016,cell_D,5,the United Kingdom,the,253,-3.5078,48151,0,answ,10.9297
geo_016,cell_D,6,the United Kingdom,the,253,-3.25,47769,0,PLIED,10.2266
geo_016,cell_D,7,the United Kingdom,the,253,-2.875,47290,0,PLIED,10.8516
geo_016,cell_D,8,the United Kingdom,the,253,-2.9102,47434,0,PLIED,10.25
geo_016,cell_D,9,the United Kingdom,the,253,-3.7383,49217,0,PLIED,10.1953
geo_016,cell_D,10,the United Kingdom,the,253,-3.3633,48517,0,PLIED,11.0938
geo_016,cell_D,11,the United Kingdom,the,253,-3.3125,48305,0,PLIED,9.3125
geo_016,cell_D,12,the United Kingdom,the,253,-2.0273,43051,0,vess,10.5391
geo_016,cell_D,13,the United Kingdom,the,253,-0.4463,29886,0,vess,10.4453
geo_016,cell_D,14,the United Kingdom,the,253,-0.6631,32076,0,vess,11.0156
geo_016,cell_D,15,the United Kingdom,the,253,0.9951,14531,0,answ,9.8125
geo_016,cell_D,16,the United Kingdom,the,253,3.6719,886,0,OOST,9.3984
geo_016,cell_D,17,the United Kingdom,the,253,5.9453,79,0,United,14.3984
geo_016,cell_D,18,the United Kingdom,the,253,7.9453,23,0,United,15.0391
geo_016,cell_D,19,the United Kingdom,the,253,9.0312,15,0,United,15.2344
geo_016,cell_D,20,the United Kingdom,the,253,11.7578,2,0,United,15.6641
geo_016,cell_D,21,the United Kingdom,the,253,12.4609,2,0,United,15.0234
geo_016,cell_D,22,the United Kingdom,the,253,13.7578,2,0,United,15.7734
geo_016,cell_D,23,the United Kingdom,the,253,15.3516,1,0,United,16.0469
geo_016,cell_D,24,the United Kingdom,the,253,15.6094,0,1,the,15.6094
geo_016,cell_D,25,the United Kingdom,the,253,15.6484,0,1,the,15.6484
geo_016,cell_D,26,the United Kingdom,the,253,15.6875,0,1,the,15.6875
geo_016,cell_D,27,the United Kingdom,the,253,15.4375,0,1,the,15.4375
geo_016,cell_D,28,the United Kingdom,the,253,16.1562,0,1,the,16.1562
geo_016,cell_D,29,the United Kingdom,the,253,16.375,0,1,the,16.375
geo_016,cell_D,30,the United Kingdom,the,253,15.8359,1,0,United,16.0625
geo_016,cell_D,31,the United Kingdom,the,253,17.0312,0,1,the,17.0312
geo_024,cell_B,0,the North Atlantic,the,253,-2.0273,41531,0,amsbsy,12.7578
geo_024,cell_B,1,the North Atlantic,the,253,-2.7539,45104,0,bserver,10.5938
geo_024,cell_B,2,the North Atlantic,the,253,-3.4492,47737,0,,10.6406
geo_024,cell_B,3,the North Atlantic,the,253,-3.2461,47195,0,,10.2344
geo_024,cell_B,4,the North Atlantic,the,253,-4.5273,49558,0,,9.2734
geo_024,cell_B,5,the North Atlantic,the,253,-4.1641,49300,0,doct,9.2734
geo_024,cell_B,6,the North Atlantic,the,253,-5.7344,50143,0,Syrac,9.8906
geo_024,cell_B,7,the North Atlantic,the,253,-3.8594,48978,0,destro,9.1406
geo_024,cell_B,8,the North Atlantic,the,253,-3.8789,49082,0,CLUDING,8.7422
geo_024,cell_B,9,the North Atlantic,the,253,-5.5078,50128,0,advertis,9.625
geo_024,cell_B,10,the North Atlantic,the,253,-3.8672,49086,0,REEK,9.0
geo_024,cell_B,11,the North Atlantic,the,253,-3.2461,47760,0,laug,10.1719
geo_024,cell_B,12,the North Atlantic,the,253,-3.0625,47245,0,vess,10.4766
geo_024,cell_B,13,the North Atlantic,the,253,0.1763,23168,0,answ,9.9219
geo_024,cell_B,14,the North Atlantic,the,253,-0.9268,34273,0,answ,11.9141
geo_024,cell_B,15,the North Atlantic,the,253,0.6064,18652,0,answ,12.1484
geo_024,cell_B,16,the North Atlantic,the,253,1.8936,7309,0,answ,10.2812
geo_024,cell_B,17,the North Atlantic,the,253,2.8613,2507,0,thous,10.9297
geo_024,cell_B,18,the North Atlantic,the,253,4.4727,357,0,ocean,13.2188
geo_024,cell_B,19,the North Atlantic,the,253,5.6641,83,0,ocean,12.6953
geo_024,cell_B,20,the North Atlantic,the,253,7.5703,15,0,ocean,12.2891
geo_024,cell_B,21,the North Atlantic,the,253,8.0625,8,0,ocean,11.9688
geo_024,cell_B,22,the North Atlantic,the,253,9.8828,1,0,ocean,11.1797
geo_024,cell_B,23,the North Atlantic,the,253,10.2344,2,0,ocean,11.1484
geo_024,cell_B,24,the North Atlantic,the,253,11.2344,0,1,the,11.2344
geo_024,cell_B,25,the North Atlantic,the,253,11.7578,0,1,the,11.7578
geo_024,cell_B,26,the North Atlantic,the,253,11.8047,0,1,the,11.8047
geo_024,cell_B,27,the North Atlantic,the,253,11.3125,1,0,The,11.4922
geo_024,cell_B,28,the North Atlantic,the,253,11.8281,0,1,the,11.8281
geo_024,cell_B,29,the North Atlantic,the,253,12.0781,0,1,the,12.0781
geo_024,cell_B,30,the North Atlantic,the,253,12.625,0,1,the,12.625
geo_024,cell_B,31,the North Atlantic,the,253,14.1953,3,0,Atlantic,15.1875
geo_024,cell_D,0,the North Atlantic,the,253,-2.4414,43214,0,,12.1953
geo_024,cell_D,1,the North Atlantic,the,253,-2.5234,43748,0,pril,12.2812
geo_024,cell_D,2,the North Atlantic,the,253,-2.9141,45760,0,pril,11.625
geo_024,cell_D,3,the North Atlantic,the,253,-2.8164,45369,0,ibase,11.3438
geo_024,cell_D,4,the North Atlantic,the,253,-1.4209,37966,0,tml,11.1562
geo_024,cell_D,5,the North Atlantic,the,253,-3.5234,48205,0,answ,11.125
geo_024,cell_D,6,the North Atlantic,the,253,-3.2461,47718,0,PLIED,10.0312
geo_024,cell_D,7,the North Atlantic,the,253,-2.4883,45793,0,PLIED,11.2344
geo_024,cell_D,8,the North Atlantic,the,253,-2.6328,46549,0,PLIED,10.5625
geo_024,cell_D,9,the North Atlantic,the,253,-3.4688,48846,0,PLIED,10.3047
geo_024,cell_D,10,the North Atlantic,the,253,-3.1172,48053,0,PLIED,10.5
geo_024,cell_D,11,the North Atlantic,the,253,-3.3828,48532,0,PLIED,9.6094
geo_024,cell_D,12,the North Atlantic,the,253,-1.3994,38954,0,vess,10.7812
geo_024,cell_D,13,the North Atlantic,the,253,0.4346,20252,0,answ,10.1875
geo_024,cell_D,14,the North Atlantic,the,253,-0.1348,26366,0,answ,11.1484
geo_024,cell_D,15,the North Atlantic,the,253,1.9844,6451,0,answ,11.3359
geo_024,cell_D,16,the North Atlantic,the,253,3.7539,796,0,ocean,11.3047
geo_024,cell_D,17,the North Atlantic,the,253,5.6133,78,0,ocean,13.5469
geo_024,cell_D,18,the North Atlantic,the,253,7.7383,24,0,ocean,15.8594
geo_024,cell_D,19,the North Atlantic,the,253,8.7031,11,0,ocean,14.8438
geo_024,cell_D,20,the North Atlantic,the,253,10.5547,2,0,ocean,13.625
geo_024,cell_D,21,the North Atlantic,the,253,11.2969,1,0,ocean,12.7109
geo_024,cell_D,22,the North Atlantic,the,253,13.4297,0,1,the,13.4297
geo_024,cell_D,23,the North Atlantic,the,253,14.375,0,1,the,14.375
geo_024,cell_D,24,the North Atlantic,the,253,15.1484,0,1,the,15.1484
geo_024,cell_D,25,the North Atlantic,the,253,15.8047,0,1,the,15.8047
geo_024,cell_D,26,the North Atlantic,the,253,15.7656,0,1,the,15.7656
geo_024,cell_D,27,the North Atlantic,the,253,15.3984,0,1,the,15.3984
geo_024,cell_D,28,the North Atlantic,the,253,15.9062,0,1,the,15.9062
geo_024,cell_D,29,the North Atlantic,the,253,15.7969,0,1,the,15.7969
geo_024,cell_D,30,the North Atlantic,the,253,15.3281,0,1,the,15.3281
geo_024,cell_D,31,the North Atlantic,the,253,17.2031,0,1,the,17.2031
geo_029,cell_B,0,the Pacific Ocean,the,253,-1.9834,41317,0,amsbsy,12.6484
geo_029,cell_B,1,the Pacific Ocean,the,253,-2.5742,44420,0,bserver,10.4844
geo_029,cell_B,2,the Pacific Ocean,the,253,-3.0898,46764,0,,10.7031
geo_029,cell_B,3,the Pacific Ocean,the,253,-2.6484,45205,0,,10.6094
geo_029,cell_B,4,the Pacific Ocean,the,253,-4.3594,49421,0,,9.6172
geo_029,cell_B,5,the Pacific Ocean,the,253,-3.957,49011,0,doct,9.75
geo_029,cell_B,6,the Pacific Ocean,the,253,-5.0469,49922,0,Syrac,10.4297
geo_029,cell_B,7,the Pacific Ocean,the,253,-3.3633,48054,0,therap,9.1875
geo_029,cell_B,8,the Pacific Ocean,the,253,-3.4062,48299,0,CLUDING,8.4453
geo_029,cell_B,9,the Pacific Ocean,the,253,-4.6484,49758,0,advertis,9.2109
geo_029,cell_B,10,the Pacific Ocean,the,253,-3.1172,47578,0,CLUDING,8.5469
geo_029,cell_B,11,the Pacific Ocean,the,253,-2.832,46420,0,laug,10.3906
geo_029,cell_B,12,the Pacific Ocean,the,253,-1.9736,42366,0,vess,10.0625
geo_029,cell_B,13,the Pacific Ocean,the,253,1.8301,8336,0,vess,9.2969
geo_029,cell_B,14,the Pacific Ocean,the,253,0.8633,16206,0,answ,10.5312
geo_029,cell_B,15,the Pacific Ocean,the,253,2.3789,4978,0,answ,10.5156
geo_029,cell_B,16,the Pacific Ocean,the,253,3.1133,2189,0,errnoErr,9.7812
geo_029,cell_B,17,the Pacific Ocean,the,253,3.9336,666,0,Australia,10.5859
geo_029,cell_B,18,the Pacific Ocean,the,253,5.0117,201,0,Australia,14.2578
geo_029,cell_B,19,the Pacific Ocean,the,253,6.4492,34,0,Australia,14.5781
geo_029,cell_B,20,the Pacific Ocean,the,253,7.6992,15,0,Australia,14.0703
geo_029,cell_B,21,the Pacific Ocean,the,253,7.9766,11,0,Australia,14.2578
geo_029,cell_B,22,the Pacific Ocean,the,253,9.9453,3,0,Australia,14.3984
geo_029,cell_B,23,the Pacific Ocean,the,253,11.0625,2,0,Australia,14.9766
geo_029,cell_B,24,the Pacific Ocean,the,253,11.8828,1,0,Australia,13.9922
geo_029,cell_B,25,the Pacific Ocean,the,253,12.0781,2,0,Australia,12.6094
geo_029,cell_B,26,the Pacific Ocean,the,253,12.0859,1,0,The,12.2578
geo_029,cell_B,27,the Pacific Ocean,the,253,11.3359,2,0,The,12.1875
geo_029,cell_B,28,the Pacific Ocean,the,253,12.2109,1,0,The,12.6875
geo_029,cell_B,29,the Pacific Ocean,the,253,12.4297,1,0,The,12.7969
geo_029,cell_B,30,the Pacific Ocean,the,253,12.3672,2,0,Australia,13.6406
geo_029,cell_B,31,the Pacific Ocean,the,253,13.7344,2,0,Australia,17.2188
geo_029,cell_D,0,the Pacific Ocean,the,253,-2.5156,43541,0,,12.1641
geo_029,cell_D,1,the Pacific Ocean,the,253,-2.4258,43356,0,pril,12.4141
geo_029,cell_D,2,the Pacific Ocean,the,253,-2.582,44466,0,pril,11.7422
geo_029,cell_D,3,the Pacific Ocean,the,253,-2.6523,44783,0,ibase,11.3906
geo_029,cell_D,4,the Pacific Ocean,the,253,-1.3174,37226,0,tml,10.9453
geo_029,cell_D,5,the Pacific Ocean,the,253,-2.8555,46458,0,answ,10.6953
geo_029,cell_D,6,the Pacific Ocean,the,253,-2.9883,47030,0,PLIED,10.1875
geo_029,cell_D,7,the Pacific Ocean,the,253,-2.5508,46067,0,PLIED,10.7812
geo_029,cell_D,8,the Pacific Ocean,the,253,-2.2578,44873,0,PLIED,10.6172
geo_029,cell_D,9,the Pacific Ocean,the,253,-2.8359,47163,0,PLIED,10.4297
geo_029,cell_D,10,the Pacific Ocean,the,253,-2.793,47121,0,PLIED,10.8594
geo_029,cell_D,11,the Pacific Ocean,the,253,-2.6289,46429,0,PLIED,9.6719
geo_029,cell_D,12,the Pacific Ocean,the,253,-0.6221,31505,0,vess,10.1328
geo_029,cell_D,13,the Pacific Ocean,the,253,2.0996,6009,0,enthal,8.8359
geo_029,cell_D,14,the Pacific Ocean,the,253,1.6611,8836,0,answ,9.7969
geo_029,cell_D,15,the Pacific Ocean,the,253,3.3398,1415,0,answ,9.2188
geo_029,cell_D,16,the Pacific Ocean,the,253,4.4375,340,0,ocean,10.3906
geo_029,cell_D,17,the Pacific Ocean,the,253,5.9648,61,0,ocean,12.8906
geo_029,cell_D,18,the Pacific Ocean,the,253,7.3477,25,0,ocean,15.3047
geo_029,cell_D,19,the Pacific Ocean,the,253,8.5781,10,0,ocean,14.4375
geo_029,cell_D,20,the Pacific Ocean,the,253,10.4766,2,0,ocean,13.2578
geo_029,cell_D,21,the Pacific Ocean,the,253,10.8906,1,0,ocean,12.2031
geo_029,cell_D,22,the Pacific Ocean,the,253,13.0938,0,1,the,13.0938
geo_029,cell_D,23,the Pacific Ocean,the,253,14.5156,0,1,the,14.5156
geo_029,cell_D,24,the Pacific Ocean,the,253,14.9375,0,1,the,14.9375
geo_029,cell_D,25,the Pacific Ocean,the,253,15.4688,0,1,the,15.4688
geo_029,cell_D,26,the Pacific Ocean,the,253,15.4453,0,1,the,15.4453
geo_029,cell_D,27,the Pacific Ocean,the,253,14.9219,0,1,the,14.9219
geo_029,cell_D,28,the Pacific Ocean,the,253,15.7109,0,1,the,15.7109
geo_029,cell_D,29,the Pacific Ocean,the,253,15.7422,0,1,the,15.7422
geo_029,cell_D,30,the Pacific Ocean,the,253,15.1406,0,1,the,15.1406
geo_029,cell_D,31,the Pacific Ocean,the,253,17.0469,0,1,the,17.0469
geo_030,cell_B,0,the Atlantic Ocean,the,253,-2.1094,41964,0,amsbsy,12.7344
geo_030,cell_B,1,the Atlantic Ocean,the,253,-2.4023,43666,0,phis,10.5547
geo_030,cell_B,2,the Atlantic Ocean,the,253,-2.9688,46352,0,,10.7344
geo_030,cell_B,3,the Atlantic Ocean,the,253,-2.6406,45182,0,,10.5078
geo_030,cell_B,4,the Atlantic Ocean,the,253,-4.5273,49548,0,,9.7812
geo_030,cell_B,5,the Atlantic Ocean,the,253,-4.0664,49184,0,doct,9.9453
geo_030,cell_B,6,the Atlantic Ocean,the,253,-4.9375,49882,0,Syrac,9.8125
geo_030,cell_B,7,the Atlantic Ocean,the,253,-3.4141,48190,0,therap,9.4219
geo_030,cell_B,8,the Atlantic Ocean,the,253,-3.1328,47706,0,CLUDING,9.125
geo_030,cell_B,9,the Atlantic Ocean,the,253,-4.1953,49340,0,prehens,8.8438
geo_030,cell_B,10,the Atlantic Ocean,the,253,-3.0898,47458,0,CLUDING,8.9922
geo_030,cell_B,11,the Atlantic Ocean,the,253,-2.5391,45217,0,laug,10.125
geo_030,cell_B,12,the Atlantic Ocean,the,253,-1.6572,40218,0,CLUDING,10.5078
geo_030,cell_B,13,the Atlantic Ocean,the,253,1.6807,9360,0,CLUDING,9.5547
geo_030,cell_B,14,the Atlantic Ocean,the,253,0.2021,22928,0,answ,11.1641
geo_030,cell_B,15,the Atlantic Ocean,the,253,0.7573,17215,0,answ,11.5156
geo_030,cell_B,16,the Atlantic Ocean,the,253,1.7559,8388,0,answ,10.1328
geo_030,cell_B,17,the Atlantic Ocean,the,253,2.8398,2582,0,thous,9.7891
geo_030,cell_B,18,the Atlantic Ocean,the,253,4.1914,391,0,answ,9.7969
geo_030,cell_B,19,the Atlantic Ocean,the,253,5.7383,59,0,Brazil,8.6719
geo_030,cell_B,20,the Atlantic Ocean,the,253,7.0703,21,0,what,8.9922
geo_030,cell_B,21,the Atlantic Ocean,the,253,7.6992,8,0,what,9.7109
geo_030,cell_B,22,the Atlantic Ocean,the,253,9.5547,2,0,The,9.7422
geo_030,cell_B,23,the Atlantic Ocean,the,253,10.2969,1,0,The,10.5156
geo_030,cell_B,24,the Atlantic Ocean,the,253,11.0391,1,0,The,11.0781
geo_030,cell_B,25,the Atlantic Ocean,the,253,11.1797,1,0,The,11.6641
geo_030,cell_B,26,the Atlantic Ocean,the,253,11.5391,1,0,The,12.0
geo_030,cell_B,27,the Atlantic Ocean,the,253,10.9531,1,0,The,12.0234
geo_030,cell_B,28,the Atlantic Ocean,the,253,11.4922,1,0,The,12.3438
geo_030,cell_B,29,the Atlantic Ocean,the,253,11.4688,1,0,The,12.4453
geo_030,cell_B,30,the Atlantic Ocean,the,253,11.6875,1,0,The,12.8438
geo_030,cell_B,31,the Atlantic Ocean,the,253,13.0,8,0,Brazil,15.1641
geo_030,cell_D,0,the Atlantic Ocean,the,253,-2.4453,43220,0,,12.2344
geo_030,cell_D,1,the Atlantic Ocean,the,253,-2.3945,43176,0,pril,12.2109
geo_030,cell_D,2,the Atlantic Ocean,the,253,-2.7773,45194,0,amssymb,11.5312
geo_030,cell_D,3,the Atlantic Ocean,the,253,-2.75,45162,0,ibase,11.3203
geo_030,cell_D,4,the Atlantic Ocean,the,253,-1.3604,37496,0,tml,10.6641
geo_030,cell_D,5,the Atlantic Ocean,the,253,-3.6016,48404,0,answ,11.1641
geo_030,cell_D,6,the Atlantic Ocean,the,253,-3.0039,47058,0,PLIED,9.9844
geo_030,cell_D,7,the Atlantic Ocean,the,253,-2.207,44432,0,PLIED,10.75
geo_030,cell_D,8,the Atlantic Ocean,the,253,-2.3633,45402,0,PLIED,10.4062
geo_030,cell_D,9,the Atlantic Ocean,the,253,-2.9453,47555,0,PLIED,10.3047
geo_030,cell_D,10,the Atlantic Ocean,the,253,-2.8086,47189,0,PLIED,10.6953
geo_030,cell_D,11,the Atlantic Ocean,the,253,-2.5195,45994,0,PLIED,9.8594
geo_030,cell_D,12,the Atlantic Ocean,the,253,-0.7695,33021,0,vess,10.3359
geo_030,cell_D,13,the Atlantic Ocean,the,253,1.4131,10811,0,answ,9.9297
geo_030,cell_D,14,the Atlantic Ocean,the,253,1.3037,11655,0,answ,10.3672
geo_030,cell_D,15,the Atlantic Ocean,the,253,3.082,1984,0,answ,10.0234
geo_030,cell_D,16,the Atlantic Ocean,the,253,4.9766,148,0,ocean,9.9609
geo_030,cell_D,17,the Atlantic Ocean,the,253,7.1602,20,0,ocean,12.1406
geo_030,cell_D,18,the Atlantic Ocean,the,253,8.6875,9,0,ocean,14.2656
geo_030,cell_D,19,the Atlantic Ocean,the,253,9.4844,5,0,ocean,13.2969
geo_030,cell_D,20,the Atlantic Ocean,the,253,11.3516,1,0,ocean,12.2656
geo_030,cell_D,21,the Atlantic Ocean,the,253,12.0312,0,1,the,12.0312
geo_030,cell_D,22,the Atlantic Ocean,the,253,13.9219,0,1,the,13.9219
geo_030,cell_D,23,the Atlantic Ocean,the,253,14.9531,0,1,the,14.9531
geo_030,cell_D,24,the Atlantic Ocean,the,253,15.6094,0,1,the,15.6094
geo_030,cell_D,25,the Atlantic Ocean,the,253,16.2344,0,1,the,16.2344
geo_030,cell_D,26,the Atlantic Ocean,the,253,16.2969,0,1,the,16.2969
geo_030,cell_D,27,the Atlantic Ocean,the,253,15.8516,0,1,the,15.8516
geo_030,cell_D,28,the Atlantic Ocean,the,253,16.4844,0,1,the,16.4844
geo_030,cell_D,29,the Atlantic Ocean,the,253,16.1562,0,1,the,16.1562
geo_030,cell_D,30,the Atlantic Ocean,the,253,15.4531,0,1,the,15.4531
geo_030,cell_D,31,the Atlantic Ocean,the,253,17.5312,0,1,the,17.5312
geo_031,cell_B,0,Europe,Europe,3060,-0.9795,34730,0,amsbsy,12.8359
geo_031,cell_B,1,Europe,Europe,3060,0.0665,25133,0,bserver,10.5312
geo_031,cell_B,2,Europe,Europe,3060,-1.2734,36934,0,,10.5625
geo_031,cell_B,3,Europe,Europe,3060,-0.6704,31747,0,,10.3359
geo_031,cell_B,4,Europe,Europe,3060,-2.0586,42454,0,,9.5234
geo_031,cell_B,5,Europe,Europe,3060,0.1925,23398,0,doct,9.5625
geo_031,cell_B,6,Europe,Europe,3060,0.3,22319,0,Syrac,10.2656
geo_031,cell_B,7,Europe,Europe,3060,0.2255,22909,0,doct,9.0703
geo_031,cell_B,8,Europe,Europe,3060,-1.292,37803,0,CLUDING,8.4609
